N,p,T_mean,T_std,S,E,f
10000000,1,2.6674042,0.1551114836325794,1.0,1.0,0.0
10000000,2,1.2919474,0.10479973249870433,2.0646383900768717,1.0323191950384358,-0.03130736616520291
10000000,4,0.7441446,0.1269569079680188,3.584524029335159,0.8961310073337897,0.03863608922362297
10000000,6,0.6915784,0.020889112984997724,3.8569802064379104,0.6428300344063184,0.11112423081586216
10000000,8,0.5139343999999999,0.05916545088816617,5.190164736978105,0.6487705921222632,0.0773395562408041
