N,p,T_median,T_std,S,E,f
100000000,1,18.063243,1.903540420081256,1.0,1.0,0.0
100000000,2,9.400817,0.22311350772032323,1.9214545927231643,0.9607272963615822,0.040878097028313354
100000000,4,5.514538,0.19094109983043767,3.2755677810181014,0.8188919452545254,0.07372077834159312
100000000,6,4.186161,0.06775937557711117,4.314990035022542,0.7191650058370903,0.07810029461487066
100000000,8,3.487853,0.04091132882955526,5.178900314892858,0.6473625393616073,0.0778184974077705
